Country,2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote
Serbia,5.25 ,3.74 , 6.97,"Children estimates were not available at the time of publication.",6.73 ,4.91 , 8.65,"Children estimates were not available at the time of publication.",8.43 ,6.54 , 10.53,"Children estimates were not available at the time of publication.",9.92 ,7.83 , 12.13,"Children estimates were not available at the time of publication.",10.57 ,8.64 , 12.40,"Children estimates were not available at the time of publication.",10.93 ,9.63 , 12.31,"Children estimates were not available at the time of publication.",10.99 ,9.90 , 12.16,"Children estimates were not available at the time of publication.",10.93 ,9.87 , 11.92,"Children estimates were not available at the time of publication.",10.73 ,9.83 , 11.62,"Children estimates were not available at the time of publication.",10.38 ,9.44 , 11.38,"Children estimates were not available at the time of publication.",9.99 ,8.90 , 11.07,"Children estimates were not available at the time of publication.",9.60 ,8.44 , 10.75,"Children estimates were not available at the time of publication.",9.15 ,7.94 , 10.36,"Children estimates were not available at the time of publication.",8.68 ,7.28 , 10.12,"Children estimates were not available at the time of publication.",8.27 ,6.71 , 9.86,"Children estimates were not available at the time of publication.",7.83 ,6.06 , 9.64,"Children estimates were not available at the time of publication.",7.45 ,5.15 , 9.78,"Children estimates were not available at the time of publication.",7.11 ,4.34 , 9.95,"Children estimates were not available at the time of publication.",6.78 ,3.39 , 10.20,"Children estimates were not available at the time of publication.",6.44 ,3.25 , 9.70,"Children estimates were not available at the time of publication."
Sierra Leone,13.57 ,11.40 , 16.00,,12.80 ,10.64 , 14.79,,12.50 ,10.64 , 14.60,,11.86 ,10.18 , 13.77,,11.71 ,10.30 , 13.58,,11.29 ,9.81 , 12.89,,11.02 ,9.67 , 12.51,,10.89 ,9.58 , 12.65,,10.01 ,8.67 , 11.57,,9.83 ,8.57 , 11.39,,9.43 ,8.23 , 10.96,,9.02 ,7.77 , 10.46,,8.56 ,7.32 , 9.95,,8.45 ,7.15 , 9.83,,8.12 ,6.74 , 9.57,,7.75 ,6.26 , 9.20,,7.43 ,5.80 , 9.04,,7.05 ,5.30 , 8.69,,6.52 ,4.80 , 8.34,,6.28 ,4.53 , 8.07,
Singapore,11.41 ,9.55 , 13.40,,10.53 ,8.25 , 13.00,,10.27 ,7.89 , 12.86,,10.63 ,8.57 , 12.82,,11.27 ,9.75 , 12.93,,11.89 ,10.61 , 13.29,,12.11 ,10.80 , 13.52,,11.78 ,10.30 , 13.37,,10.91 ,9.42 , 12.50,,9.57 ,8.27 , 10.99,,8.04 ,6.97 , 9.16,,6.47 ,5.61 , 7.39,,5.02 ,4.13 , 5.99,,3.78 ,2.68 , 4.97,,2.80 ,1.54 , 4.16,,2.12 ,1.02 , 3.31,,1.70 ,0.83 , 2.63,,1.45 ,0.51 , 2.46,,1.33 ,0.23 , 2.51,,1.27 ,0.04 , 2.59,
Slovakia,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Slovenia,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Somalia,14.67 ,12.51 , 16.94,,13.46 ,11.33 , 15.44,,12.28 ,10.42 , 13.86,,11.06 ,9.38 , 12.41,,10.01 ,8.50 , 11.35,,8.78 ,7.38 , 10.14,,8.10 ,6.73 , 9.43,,7.17 ,5.80 , 8.43,,6.16 ,4.91 , 7.36,,5.37 ,4.32 , 6.42,,4.67 ,3.69 , 5.70,,4.14 ,3.21 , 5.06,,3.81 ,2.92 , 4.81,,3.62 ,2.77 , 4.64,,3.59 ,2.70 , 4.61,,3.58 ,2.67 , 4.71,,3.68 ,2.73 , 4.79,,3.84 ,2.81 , 4.94,,4.03 ,2.96 , 5.12,,4.10 ,2.98 , 5.22,
South Africa,16.76 ,15.66 , 17.84,,15.14 ,14.32 , 16.06,,13.77 ,13.11 , 14.58,,12.69 ,12.02 , 13.39,,11.86 ,11.27 , 12.49,,11.13 ,10.62 , 11.75,,10.43 ,9.87 , 11.04,,9.66 ,9.13 , 10.18,,8.77 ,8.29 , 9.34,,7.87 ,7.41 , 8.44,,7.04 ,6.62 , 7.57,,6.27 ,5.87 , 6.79,,5.61 ,5.22 , 6.09,,4.96 ,4.59 , 5.40,,4.49 ,4.14 , 4.91,,4.00 ,3.68 , 4.42,,3.63 ,3.32 , 4.01,,3.30 ,3.01 , 3.65,,2.90 ,2.63 , 3.23,,2.63 ,2.38 , 2.93,
South Sudan,13.63 ,9.57 , 18.73,,12.97 ,9.19 , 17.39,,11.88 ,8.51 , 15.55,,11.54 ,8.41 , 14.98,,11.23 ,8.27 , 14.43,,10.93 ,8.15 , 14.02,,10.47 ,7.94 , 13.63,,10.36 ,7.90 , 13.38,,10.45 ,8.04 , 13.51,,10.46 ,7.95 , 13.62,,10.36 ,7.83 , 13.43,,10.40 ,7.86 , 13.60,,10.45 ,7.85 , 13.40,,10.41 ,7.87 , 13.57,,10.38 ,7.71 , 13.51,,9.99 ,7.14 , 12.88,,9.94 ,7.12 , 13.11,,9.71 ,6.77 , 13.01,,9.61 ,6.57 , 13.13,,9.64 ,6.62 , 13.41,
Spain,5.23 ,3.88 , 6.56,,4.98 ,3.69 , 6.25,,4.75 ,3.52 , 5.96,,4.54 ,3.36 , 5.70,,4.35 ,3.22 , 5.46,,4.17 ,3.08 , 5.23,,4.00 ,2.96 , 5.01,,3.84 ,2.84 , 4.81,,3.67 ,2.72 , 4.61,,3.49 ,2.59 , 4.41,,3.31 ,2.45 , 4.19,,3.10 ,2.30 , 3.94,,2.96 ,2.18 , 3.77,,2.79 ,2.05 , 3.56,,2.65 ,1.94 , 3.40,,2.52 ,1.83 , 3.25,,2.35 ,1.70 , 3.05,,2.07 ,1.49 , 2.69,,1.91 ,1.36 , 2.51,,1.82 ,1.29 , 2.40,
Sri Lanka,20.67 ,17.73 , 23.66,,17.94 ,15.39 , 20.44,,16.24 ,13.94 , 18.49,,14.69 ,12.64 , 16.70,,13.23 ,11.43 , 15.03,,11.91 ,10.29 , 13.49,,10.60 ,9.23 , 11.93,,9.51 ,8.28 , 10.66,,8.72 ,7.62 , 9.80,,8.01 ,7.03 , 8.95,,7.37 ,6.52 , 8.23,,6.84 ,6.05 , 7.59,,6.66 ,5.90 , 7.37,,6.48 ,5.76 , 7.20,,6.29 ,5.59 , 6.99,,6.20 ,5.49 , 6.85,,5.61 ,4.98 , 6.23,,4.87 ,4.33 , 5.38,,4.24 ,3.77 , 4.65,,3.88 ,3.47 , 4.30,
Sudan,17.28 ,12.28 , 24.24,,16.26 ,12.26 , 21.89,,15.39 ,11.97 , 20.11,,14.63 ,11.79 , 19.61,,13.74 ,11.15 , 17.90,,11.55 ,9.46 , 15.13,,10.21 ,8.42 , 13.40,,9.99 ,8.32 , 12.83,,9.90 ,8.26 , 12.80,,9.41 ,7.81 , 12.05,,8.68 ,7.09 , 11.53,,8.55 ,6.93 , 11.03,,8.42 ,6.76 , 10.72,,8.31 ,6.55 , 10.59,,8.15 ,6.24 , 10.42,,8.01 ,6.14 , 10.33,,7.91 ,5.93 , 10.33,,7.74 ,5.60 , 10.24,,7.60 ,5.33 , 10.29,,7.53 ,5.12 , 10.21,
Suriname,13.02 ,9.82 , 16.56,,11.81 ,9.09 , 14.99,,11.13 ,8.68 , 13.63,,10.36 ,8.11 , 12.54,,9.79 ,7.44 , 12.04,,9.19 ,6.89 , 11.51,,8.63 ,6.43 , 11.02,,8.23 ,6.05 , 10.51,,7.92 ,5.80 , 10.11,,7.75 ,5.56 , 9.97,,7.60 ,5.33 , 9.76,,7.00 ,4.92 , 9.27,,6.63 ,4.64 , 8.72,,6.13 ,4.16 , 8.33,,5.72 ,3.79 , 7.94,,5.36 ,3.44 , 7.57,,5.16 ,3.30 , 7.37,,4.88 ,3.10 , 7.07,,4.61 ,2.79 , 6.74,,4.42 ,2.67 , 6.57,
Sweden,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Switzerland,4.75 ,3.42 , 6.57,,4.58 ,3.19 , 6.31,,4.49 ,3.05 , 6.27,,4.47 ,2.96 , 6.25,,4.52 ,2.93 , 6.24,,4.58 ,2.93 , 6.34,,4.57 ,2.92 , 6.31,,4.51 ,2.92 , 6.21,,4.39 ,2.83 , 6.12,,4.24 ,2.72 , 5.86,,4.03 ,2.60 , 5.68,,3.80 ,2.41 , 5.40,,3.53 ,2.21 , 5.02,,3.26 ,1.96 , 4.82,,2.96 ,1.71 , 4.52,,2.65 ,1.33 , 4.17,,2.33 ,1.07 , 3.83,,2.00 ,0.80 , 3.52,,1.68 ,0.55 , 3.24,,1.37 ,0.33 , 3.08,
Syrian Arab Republic,13.33 ,5.88 , 26.27,,13.09 ,5.45 , 25.82,,12.59 ,5.44 , 24.49,,12.18 ,5.45 , 23.72,,11.75 ,5.12 , 22.89,,11.24 ,4.78 , 21.91,,10.70 ,4.70 , 21.15,,10.44 ,4.37 , 20.39,,10.16 ,4.06 , 19.86,,9.77 ,3.82 , 19.32,,9.58 ,3.59 , 18.56,,9.61 ,3.73 , 19.02,,9.39 ,3.33 , 18.59,,9.09 ,3.16 , 18.18,,8.76 ,2.99 , 17.93,,8.32 ,2.77 , 17.43,,7.82 ,2.48 , 17.18,,7.48 ,2.37 , 16.79,,7.43 ,2.25 , 16.75,,7.27 ,2.10 , 17.29,
Tajikistan,60.71 ,28.57 , 550.00,,59.38 ,34.38 , 287.50,,57.24 ,34.48 , 197.93,,54.58 ,37.58 , 142.81,,50.51 ,36.82 , 103.55,,45.13 ,33.46 , 76.76,,39.11 ,29.04 , 53.87,,33.28 ,25.56 , 44.16,,28.22 ,22.39 , 34.59,,24.18 ,20.02 , 29.28,,21.83 ,19.03 , 26.70,,19.11 ,16.63 , 24.23,,17.27 ,14.99 , 21.96,,15.77 ,13.52 , 20.65,,14.57 ,12.39 , 19.12,,13.92 ,11.84 , 18.15,,12.82 ,10.84 , 17.04,,11.64 ,9.78 , 15.87,,11.10 ,9.32 , 15.46,,11.50 ,9.79 , 15.71,
Thailand,5.64 ,5.01 , 6.27,,5.32 ,4.71 , 5.87,,4.96 ,4.42 , 5.50,,4.65 ,4.16 , 5.12,,4.39 ,3.93 , 4.83,,4.02 ,3.61 , 4.41,,3.67 ,3.31 , 4.02,,3.37 ,3.03 , 3.67,,3.11 ,2.79 , 3.39,,2.89 ,2.61 , 3.16,,2.72 ,2.46 , 2.96,,2.57 ,2.32 , 2.79,,2.39 ,2.16 , 2.59,,2.19 ,1.97 , 2.38,,2.04 ,1.84 , 2.23,,1.84 ,1.65 , 2.02,,1.61 ,1.44 , 1.76,,1.44 ,1.30 , 1.59,,1.30 ,1.17 , 1.43,,1.16 ,1.03 , 1.27,
Timor-Leste,17.31 ,8.97 , 28.21,,17.14 ,9.71 , 29.14,,17.35 ,10.20 , 28.57,,17.57 ,10.81 , 29.73,,17.53 ,10.76 , 28.69,,17.44 ,11.74 , 28.83,,17.20 ,11.78 , 27.71,,17.51 ,12.15 , 27.40,,17.13 ,12.34 , 26.45,,16.63 ,12.20 , 24.83,,16.08 ,11.76 , 23.53,,15.77 ,11.79 , 23.05,,15.64 ,11.50 , 21.93,,15.08 ,10.73 , 21.20,,14.23 ,9.89 , 20.51,,14.04 ,9.32 , 20.26,,13.86 ,8.99 , 20.27,,13.58 ,8.28 , 19.98,,13.38 ,7.49 , 19.95,,12.93 ,6.74 , 19.60,
Togo,11.90 ,9.31 , 14.64,,10.62 ,8.38 , 12.79,,9.68 ,7.77 , 11.65,,9.07 ,7.36 , 10.89,,8.74 ,7.05 , 10.58,,8.48 ,6.87 , 10.23,,8.21 ,6.76 , 10.09,,7.99 ,6.50 , 9.73,,7.54 ,6.21 , 9.53,,7.17 ,5.90 , 8.82,,6.53 ,5.39 , 8.19,,5.81 ,4.74 , 7.48,,5.40 ,4.37 , 6.90,,5.09 ,4.07 , 6.60,,4.92 ,3.92 , 6.55,,4.70 ,3.68 , 6.31,,4.49 ,3.45 , 6.19,,4.36 ,3.25 , 6.04,,4.01 ,2.86 , 5.85,,3.80 ,2.65 , 5.67,
Trinidad and Tobago,13.75 ,12.29 , 15.63,"Children estimates were not available at the time of publication.",12.78 ,11.30 , 14.34,"Children estimates were not available at the time of publication.",11.76 ,10.23 , 13.47,"Children estimates were not available at the time of publication.",10.59 ,9.19 , 12.23,"Children estimates were not available at the time of publication.",9.42 ,8.17 , 10.92,"Children estimates were not available at the time of publication.",8.26 ,7.09 , 9.61,"Children estimates were not available at the time of publication.",7.18 ,6.11 , 8.27,"Children estimates were not available at the time of publication.",6.18 ,5.14 , 7.13,"Children estimates were not available at the time of publication.",5.31 ,4.36 , 6.24,"Children estimates were not available at the time of publication.",4.60 ,3.73 , 5.51,"Children estimates were not available at the time of publication.",3.66 ,2.84 , 4.41,"Children estimates were not available at the time of publication.",2.91 ,2.15 , 3.65,"Children estimates were not available at the time of publication.",2.37 ,1.62 , 3.06,"Children estimates were not available at the time of publication.",1.99 ,1.34 , 2.63,"Children estimates were not available at the time of publication.",1.58 ,0.94 , 2.24,"Children estimates were not available at the time of publication.",1.38 ,0.81 , 2.04,"Children estimates were not available at the time of publication.",1.14 ,0.60 , 1.75,"Children estimates were not available at the time of publication.",1.10 ,0.59 , 1.75,"Children estimates were not available at the time of publication.",1.04 ,0.54 , 1.72,"Children estimates were not available at the time of publication.",0.95 ,0.45 , 1.66,"Children estimates were not available at the time of publication."
Tunisia,18.66 ,9.51 , 68.28,,19.29 ,9.97 , 63.50,,18.83 ,9.96 , 52.93,,19.47 ,10.54 , 46.16,,19.68 ,11.27 , 40.11,,20.00 ,12.02 , 33.83,,19.93 ,12.61 , 31.50,,19.15 ,12.40 , 29.05,,18.64 ,12.76 , 28.44,,17.22 ,9.33 , 26.93,,16.25 ,9.47 , 25.38,,15.22 ,9.48 , 24.23,,14.30 ,9.21 , 22.46,,13.51 ,8.69 , 20.29,,12.71 ,7.76 , 18.71,,11.99 ,7.01 , 18.58,,11.30 ,6.58 , 17.92,,10.68 ,6.00 , 18.13,,10.18 ,5.56 , 17.42,,9.64 ,5.07 , 16.58,
Turkey,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Turkmenistan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Uganda,9.62 ,8.58 , 10.97,,9.63 ,8.57 , 10.97,,9.62 ,8.49 , 10.95,,9.53 ,8.48 , 10.91,,9.41 ,8.47 , 10.76,,9.30 ,8.38 , 10.66,,9.12 ,8.19 , 10.40,,9.01 ,8.11 , 10.41,,8.76 ,7.84 , 10.27,,8.45 ,7.67 , 9.92,,8.03 ,7.23 , 9.48,,7.53 ,6.74 , 8.85,,6.57 ,5.82 , 7.99,,6.17 ,5.40 , 7.55,,5.53 ,4.82 , 6.78,,5.04 ,4.39 , 6.20,,4.77 ,4.11 , 5.93,,4.39 ,3.64 , 5.56,,3.87 ,3.13 , 5.13,,3.66 ,2.93 , 4.91,
Ukraine,17.87 ,15.79 , 20.20,,15.21 ,13.65 , 17.26,,13.52 ,12.05 , 15.40,,11.80 ,10.45 , 13.51,,10.49 ,9.13 , 12.05,,9.26 ,7.95 , 10.68,,8.29 ,7.04 , 9.58,,7.60 ,6.36 , 8.83,,7.01 ,5.77 , 8.13,,6.50 ,5.34 , 7.57,,5.99 ,5.05 , 7.00,,5.90 ,4.97 , 6.92,,5.90 ,4.97 , 6.92,,5.81 ,4.89 , 6.83,,5.75 ,4.84 , 6.78,,5.72 ,4.80 , 6.77,,5.68 ,4.72 , 6.74,,5.40 ,4.47 , 6.43,,5.20 ,4.29 , 6.29,,5.05 ,4.15 , 6.10,
United Arab Emirates,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
United Kingdom,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
United Republic of Tanzania,10.20 ,9.53 , 10.88,,9.83 ,9.22 , 10.50,,9.48 ,8.95 , 10.09,,9.24 ,8.73 , 9.90,,8.96 ,8.50 , 9.54,,8.84 ,8.32 , 9.40,,8.64 ,8.13 , 9.21,,8.25 ,7.77 , 8.82,,7.93 ,7.40 , 8.50,,7.49 ,7.00 , 8.04,,7.14 ,6.68 , 7.64,,6.93 ,6.46 , 7.44,,6.75 ,6.30 , 7.29,,6.34 ,5.85 , 6.85,,6.16 ,5.67 , 6.70,,5.86 ,5.34 , 6.37,,5.63 ,5.15 , 6.21,,5.25 ,4.74 , 5.83,,4.90 ,4.37 , 5.50,,4.52 ,3.98 , 5.09,
United States,5.73 ,4.77 , 6.68,,5.60 ,4.66 , 6.52,,5.46 ,4.54 , 6.36,,5.32 ,4.42 , 6.20,,5.19 ,4.31 , 6.05,,5.06 ,4.21 , 5.90,,4.99 ,4.15 , 5.81,,4.87 ,4.05 , 5.67,,4.93 ,4.10 , 5.75,,4.59 ,3.82 , 5.35,,4.29 ,3.57 , 5.00,,4.10 ,3.41 , 4.78,,3.99 ,3.32 , 4.66,,3.75 ,3.12 , 4.37,,3.67 ,3.05 , 4.27,,3.59 ,2.99 , 4.19,,3.45 ,2.87 , 4.02,,3.23 ,2.68 , 3.76,,3.16 ,2.63 , 3.69,,... ,... , ...,
Uruguay,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Uzbekistan,29.46 ,28.03 , 33.31,,27.45 ,26.15 , 30.77,,25.76 ,24.65 , 28.54,,24.29 ,23.22 , 26.71,,30.79 ,29.87 , 32.68,,27.48 ,26.61 , 29.02,,25.12 ,24.26 , 26.39,,23.04 ,22.19 , 24.02,,21.23 ,20.42 , 22.12,,19.54 ,18.73 , 20.38,,17.90 ,17.12 , 18.74,,16.57 ,15.79 , 17.45,,15.40 ,14.65 , 16.28,,14.29 ,13.53 , 15.21,,13.20 ,12.46 , 14.11,,12.37 ,11.63 , 13.29,,11.31 ,10.67 , 12.25,,10.46 ,9.87 , 11.39,,9.58 ,9.02 , 10.52,,8.79 ,8.26 , 9.71,
Venezuela (Bolivarian Republic of),19.08 ,16.84 , 22.11,,17.86 ,15.54 , 20.25,,16.40 ,13.99 , 18.53,,14.75 ,12.43 , 16.78,,13.03 ,10.81 , 15.03,,11.31 ,9.27 , 13.17,,9.83 ,8.09 , 11.60,,8.65 ,7.10 , 10.31,,7.71 ,6.22 , 9.15,,6.96 ,5.60 , 8.41,,6.32 ,5.03 , 7.72,,5.81 ,4.52 , 7.22,,5.41 ,4.09 , 6.80,,5.11 ,3.73 , 6.51,,4.88 ,3.46 , 6.23,,4.74 ,3.36 , 6.15,,4.59 ,3.30 , 6.05,,4.51 ,3.12 , 6.02,,4.49 ,2.97 , 6.07,,4.59 ,2.85 , 6.52,
Viet Nam,19.54 ,17.57 , 21.27,,17.87 ,16.07 , 19.47,,16.75 ,15.04 , 18.24,,15.64 ,14.06 , 17.01,,14.32 ,12.90 , 15.60,,13.05 ,11.76 , 14.21,,11.78 ,10.58 , 12.83,,10.49 ,9.44 , 11.43,,9.28 ,8.34 , 10.10,,8.19 ,7.37 , 8.96,,7.34 ,6.59 , 8.03,,6.61 ,5.95 , 7.24,,5.88 ,5.29 , 6.42,,5.14 ,4.62 , 5.62,,4.64 ,4.17 , 5.08,,4.14 ,3.71 , 4.53,,3.45 ,3.09 , 3.80,,2.87 ,2.57 , 3.15,,2.48 ,2.22 , 2.73,,2.25 ,2.01 , 2.49,
